species_num,species,species_ja,species_ko,full_name,form_name,form_index,form_argument,introduced_gen,state_kind,type1,type2,hp,atk,def,spe,spa,spd,abilities,parameter_context,verification_status,source,notes
222,Corsola,サニーゴ,코산호,Corsola,Base,0,,2,base_form,Water,Rock,65,55,95,35,65,95,Hustle|Natural Cure|Regenerator,current cross-generation reference; historical per-title overrides tracked in generation research,reference_order_only,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,
222,Corsola,サニーゴ,코산호,Corsola-Galar,Galar,1,,8,persistent_identity,Ghost,,60,55,100,30,65,100,Weak Armor|Cursed Body,current cross-generation reference; historical per-title overrides tracked in generation research,reference_order_only,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,
227,Skarmory,エアームド,무장조,Skarmory,Base,0,,2,base_form,Steel,Flying,65,80,140,70,40,70,Keen Eye|Sturdy|Weak Armor,current cross-generation reference; historical per-title overrides tracked in generation research,reference_order_only,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,
227,Skarmory,エアームド,무장조,Skarmory-Mega,Mega,1,,9,battle_transformation,Steel,Flying,65,140,110,110,40,100,Stalwart,current cross-generation reference; historical per-title overrides tracked in generation research,reference_order_only,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,
229,Houndoom,ヘルガー,헬가,Houndoom,Base,0,,2,base_form,Dark,Fire,75,90,50,95,110,80,Early Bird|Flash Fire|Unnerve,current cross-generation reference; historical per-title overrides tracked in generation research,reference_order_only,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,
229,Houndoom,ヘルガー,헬가,Houndoom-Mega,Mega,1,,6,battle_transformation,Dark,Fire,75,90,90,115,140,90,Solar Power,current cross-generation reference; historical per-title overrides tracked in generation research,reference_order_only,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,
248,Tyranitar,バンギラス,마기라스,Tyranitar,Base,0,,2,base_form,Rock,Dark,100,134,110,61,95,100,Sand Stream|Unnerve,current cross-generation reference; historical per-title overrides tracked in generation research,reference_order_only,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,
248,Tyranitar,バンギラス,마기라스,Tyranitar-Mega,Mega,1,,6,battle_transformation,Rock,Dark,100,164,150,71,95,120,Sand Stream,current cross-generation reference; historical per-title overrides tracked in generation research,reference_order_only,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,
254,Sceptile,ジュカイン,나무킹,Sceptile,Base,0,,3,base_form,Grass,,70,85,65,120,105,85,Overgrow|Unburden,current cross-generation reference; historical per-title overrides tracked in generation research,reference_order_only,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,
254,Sceptile,ジュカイン,나무킹,Sceptile-Mega,Mega,1,,6,battle_transformation,Grass,Dragon,70,110,75,145,145,85,Lightning Rod,current cross-generation reference; historical per-title overrides tracked in generation research,reference_order_only,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,
257,Blaziken,バシャーモ,번치코,Blaziken,Base,0,,3,base_form,Fire,Fighting,80,120,70,80,110,70,Blaze|Speed Boost,current cross-generation reference; historical per-title overrides tracked in generation research,reference_order_only,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,
257,Blaziken,バシャーモ,번치코,Blaziken-Mega,Mega,1,,6,battle_transformation,Fire,Fighting,80,160,80,100,130,80,Speed Boost,current cross-generation reference; historical per-title overrides tracked in generation research,reference_order_only,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,
260,Swampert,ラグラージ,대짱이,Swampert,Base,0,,3,base_form,Water,Ground,100,110,90,60,85,90,Torrent|Damp,current cross-generation reference; historical per-title overrides tracked in generation research,reference_order_only,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,
260,Swampert,ラグラージ,대짱이,Swampert-Mega,Mega,1,,6,battle_transformation,Water,Ground,100,150,110,70,95,110,Swift Swim,current cross-generation reference; historical per-title overrides tracked in generation research,reference_order_only,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,
263,Zigzagoon,ジグザグマ,지그제구리,Zigzagoon,Base,0,,3,base_form,Normal,,38,30,41,60,30,41,Pickup|Gluttony|Quick Feet,current cross-generation reference; historical per-title overrides tracked in generation research,reference_order_only,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,
263,Zigzagoon,ジグザグマ,지그제구리,Zigzagoon-Galar,Galar,1,,8,persistent_identity,Dark,Normal,38,30,41,60,30,41,Pickup|Gluttony|Quick Feet,current cross-generation reference; historical per-title overrides tracked in generation research,reference_order_only,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,
264,Linoone,マッスグマ,직구리,Linoone,Base,0,,3,base_form,Normal,,78,70,61,100,50,61,Pickup|Gluttony|Quick Feet,current cross-generation reference; historical per-title overrides tracked in generation research,reference_order_only,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,
264,Linoone,マッスグマ,직구리,Linoone-Galar,Galar,1,,8,persistent_identity,Dark,Normal,78,70,61,100,50,61,Pickup|Gluttony|Quick Feet,current cross-generation reference; historical per-title overrides tracked in generation research,reference_order_only,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,
282,Gardevoir,サーナイト,가디안,Gardevoir,Base,0,,3,base_form,Psychic,Fairy,68,65,65,80,125,115,Synchronize|Trace|Telepathy,current cross-generation reference; historical per-title overrides tracked in generation research,reference_order_only,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,
282,Gardevoir,サーナイト,가디안,Gardevoir-Mega,Mega,1,,6,battle_transformation,Psychic,Fairy,68,85,65,100,165,135,Pixilate,current cross-generation reference; historical per-title overrides tracked in generation research,reference_order_only,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,
302,Sableye,ヤミラミ,깜까미,Sableye,Base,0,,3,base_form,Dark,Ghost,50,75,75,50,65,65,Keen Eye|Stall|Prankster,current cross-generation reference; historical per-title overrides tracked in generation research,reference_order_only,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,
302,Sableye,ヤミラミ,깜까미,Sableye-Mega,Mega,1,,6,battle_transformation,Dark,Ghost,50,85,125,20,85,115,Magic Bounce,current cross-generation reference; historical per-title overrides tracked in generation research,reference_order_only,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,
303,Mawile,クチート,입치트,Mawile,Base,0,,3,base_form,Steel,Fairy,50,85,85,50,55,55,Hyper Cutter|Intimidate|Sheer Force,current cross-generation reference; historical per-title overrides tracked in generation research,reference_order_only,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,
303,Mawile,クチート,입치트,Mawile-Mega,Mega,1,,6,battle_transformation,Steel,Fairy,50,105,125,50,55,95,Huge Power,current cross-generation reference; historical per-title overrides tracked in generation research,reference_order_only,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,
306,Aggron,ボスゴドラ,보스로라,Aggron,Base,0,,3,base_form,Steel,Rock,70,110,180,50,60,60,Sturdy|Rock Head|Heavy Metal,current cross-generation reference; historical per-title overrides tracked in generation research,reference_order_only,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,
306,Aggron,ボスゴドラ,보스로라,Aggron-Mega,Mega,1,,6,battle_transformation,Steel,,70,140,230,50,60,80,Filter,current cross-generation reference; historical per-title overrides tracked in generation research,reference_order_only,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,
308,Medicham,チャーレム,요가램,Medicham,Base,0,,3,base_form,Fighting,Psychic,60,60,75,80,60,75,Pure Power|Telepathy,current cross-generation reference; historical per-title overrides tracked in generation research,reference_order_only,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,
308,Medicham,チャーレム,요가램,Medicham-Mega,Mega,1,,6,battle_transformation,Fighting,Psychic,60,100,85,100,80,85,Pure Power,current cross-generation reference; historical per-title overrides tracked in generation research,reference_order_only,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,
310,Manectric,ライボルト,썬더볼트,Manectric,Base,0,,3,base_form,Electric,,70,75,60,105,105,60,Static|Lightning Rod|Minus,current cross-generation reference; historical per-title overrides tracked in generation research,reference_order_only,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,
310,Manectric,ライボルト,썬더볼트,Manectric-Mega,Mega,1,,6,battle_transformation,Electric,,70,75,80,135,135,80,Intimidate,current cross-generation reference; historical per-title overrides tracked in generation research,reference_order_only,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,
319,Sharpedo,サメハダー,샤크니아,Sharpedo,Base,0,,3,base_form,Water,Dark,70,120,40,95,95,40,Rough Skin|Speed Boost,current cross-generation reference; historical per-title overrides tracked in generation research,reference_order_only,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,
319,Sharpedo,サメハダー,샤크니아,Sharpedo-Mega,Mega,1,,6,battle_transformation,Water,Dark,70,140,70,105,110,65,Strong Jaw,current cross-generation reference; historical per-title overrides tracked in generation research,reference_order_only,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,
323,Camerupt,バクーダ,폭타,Camerupt,Base,0,,3,base_form,Fire,Ground,70,100,70,40,105,75,Magma Armor|Solid Rock|Anger Point,current cross-generation reference; historical per-title overrides tracked in generation research,reference_order_only,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,
323,Camerupt,バクーダ,폭타,Camerupt-Mega,Mega,1,,6,battle_transformation,Fire,Ground,70,120,100,20,145,105,Sheer Force,current cross-generation reference; historical per-title overrides tracked in generation research,reference_order_only,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,
327,Spinda,パッチール,얼루기,Spinda-PID-Spots,Procedural spots,,,3,procedural_appearance,Normal,,60,60,60,60,60,60,Own Tempo|Tangled Feet|Contrary,current cross-generation reference; historical per-title overrides tracked in generation research,not_discrete,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,Personality-derived spot positions; not a finite discrete form ID.
334,Altaria,チルタリス,파비코리,Altaria,Base,0,,3,base_form,Dragon,Flying,75,70,90,80,70,105,Natural Cure|Cloud Nine,current cross-generation reference; historical per-title overrides tracked in generation research,reference_order_only,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,
334,Altaria,チルタリス,파비코리,Altaria-Mega,Mega,1,,6,battle_transformation,Dragon,Fairy,75,110,110,80,110,105,Pixilate,current cross-generation reference; historical per-title overrides tracked in generation research,reference_order_only,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,
351,Castform,ポワルン,캐스퐁,Castform,Base,0,,3,base_form,Normal,,70,70,70,70,70,70,Forecast,current cross-generation reference; historical per-title overrides tracked in generation research,reference_order_only,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,
351,Castform,ポワルン,캐스퐁,Castform-Sunny,Sunny,1,,3,battle_only_form,Fire,,70,70,70,70,70,70,Forecast,current cross-generation reference; historical per-title overrides tracked in generation research,reference_order_only,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,
351,Castform,ポワルン,캐스퐁,Castform-Rainy,Rainy,2,,3,battle_only_form,Water,,70,70,70,70,70,70,Forecast,current cross-generation reference; historical per-title overrides tracked in generation research,reference_order_only,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,
351,Castform,ポワルン,캐스퐁,Castform-Snowy,Snowy,3,,3,battle_only_form,Ice,,70,70,70,70,70,70,Forecast,current cross-generation reference; historical per-title overrides tracked in generation research,reference_order_only,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,
354,Banette,ジュペッタ,다크펫,Banette,Base,0,,3,base_form,Ghost,,64,115,65,65,83,63,Insomnia|Frisk|Cursed Body,current cross-generation reference; historical per-title overrides tracked in generation research,reference_order_only,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,
354,Banette,ジュペッタ,다크펫,Banette-Mega,Mega,1,,6,battle_transformation,Ghost,,64,165,75,75,93,83,Prankster,current cross-generation reference; historical per-title overrides tracked in generation research,reference_order_only,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,
358,Chimecho,チリーン,치렁,Chimecho,Base,0,,3,base_form,Psychic,,75,50,80,65,95,90,Levitate,current cross-generation reference; historical per-title overrides tracked in generation research,reference_order_only,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,
358,Chimecho,チリーン,치렁,Chimecho-Mega,Mega,1,,9,battle_transformation,Psychic,Steel,75,50,110,65,135,120,Levitate,current cross-generation reference; historical per-title overrides tracked in generation research,reference_order_only,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,
359,Absol,アブソル,앱솔,Absol,Base,0,,3,base_form,Dark,,65,130,60,75,75,60,Pressure|Super Luck|Justified,current cross-generation reference; historical per-title overrides tracked in generation research,reference_order_only,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,
359,Absol,アブソル,앱솔,Absol-Mega,Mega,1,,6,battle_transformation,Dark,,65,150,60,115,115,60,Magic Bounce,current cross-generation reference; historical per-title overrides tracked in generation research,reference_order_only,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,
359,Absol,アブソル,앱솔,Absol-Mega-Z,Mega-Z,2,,9,battle_transformation,Dark,Ghost,65,154,60,151,75,60,Sharpness,current cross-generation reference; historical per-title overrides tracked in generation research,reference_order_only,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,
362,Glalie,オニゴーリ,얼음귀신,Glalie,Base,0,,3,base_form,Ice,,80,80,80,80,80,80,Inner Focus|Ice Body|Moody,current cross-generation reference; historical per-title overrides tracked in generation research,reference_order_only,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,
362,Glalie,オニゴーリ,얼음귀신,Glalie-Mega,Mega,1,,6,battle_transformation,Ice,,80,120,80,100,120,80,Refrigerate,current cross-generation reference; historical per-title overrides tracked in generation research,reference_order_only,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,
373,Salamence,ボーマンダ,보만다,Salamence,Base,0,,3,base_form,Dragon,Flying,95,135,80,100,110,80,Intimidate|Moxie,current cross-generation reference; historical per-title overrides tracked in generation research,reference_order_only,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,
373,Salamence,ボーマンダ,보만다,Salamence-Mega,Mega,1,,6,battle_transformation,Dragon,Flying,95,145,130,120,120,90,Aerilate,current cross-generation reference; historical per-title overrides tracked in generation research,reference_order_only,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,
376,Metagross,メタグロス,메타그로스,Metagross,Base,0,,3,base_form,Steel,Psychic,80,135,130,70,95,90,Clear Body|Light Metal,current cross-generation reference; historical per-title overrides tracked in generation research,reference_order_only,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,
376,Metagross,メタグロス,메타그로스,Metagross-Mega,Mega,1,,6,battle_transformation,Steel,Psychic,80,145,150,110,105,110,Tough Claws,current cross-generation reference; historical per-title overrides tracked in generation research,reference_order_only,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,
380,Latias,ラティアス,라티아스,Latias,Base,0,,3,base_form,Dragon,Psychic,80,80,90,110,110,130,Levitate,current cross-generation reference; historical per-title overrides tracked in generation research,reference_order_only,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,
380,Latias,ラティアス,라티아스,Latias-Mega,Mega,1,,6,battle_transformation,Dragon,Psychic,80,100,120,110,140,150,Levitate,current cross-generation reference; historical per-title overrides tracked in generation research,reference_order_only,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,
381,Latios,ラティオス,라티오스,Latios,Base,0,,3,base_form,Dragon,Psychic,80,90,80,110,130,110,Levitate,current cross-generation reference; historical per-title overrides tracked in generation research,reference_order_only,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,
381,Latios,ラティオス,라티오스,Latios-Mega,Mega,1,,6,battle_transformation,Dragon,Psychic,80,130,100,110,160,120,Levitate,current cross-generation reference; historical per-title overrides tracked in generation research,reference_order_only,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,
382,Kyogre,カイオーガ,가이오가,Kyogre,Base,0,,3,base_form,Water,,100,100,90,90,150,140,Drizzle,current cross-generation reference; historical per-title overrides tracked in generation research,reference_order_only,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,
382,Kyogre,カイオーガ,가이오가,Kyogre-Primal,Primal,1,,6,battle_transformation,Water,,100,150,90,90,180,160,Primordial Sea,current cross-generation reference; historical per-title overrides tracked in generation research,reference_order_only,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,
383,Groudon,グラードン,그란돈,Groudon,Base,0,,3,base_form,Ground,,100,150,140,90,100,90,Drought,current cross-generation reference; historical per-title overrides tracked in generation research,reference_order_only,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,
383,Groudon,グラードン,그란돈,Groudon-Primal,Primal,1,,6,battle_transformation,Ground,Fire,100,180,160,90,150,90,Desolate Land,current cross-generation reference; historical per-title overrides tracked in generation research,reference_order_only,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,
384,Rayquaza,レックウザ,레쿠쟈,Rayquaza,Base,0,,3,base_form,Dragon,Flying,105,150,90,95,150,90,Air Lock,current cross-generation reference; historical per-title overrides tracked in generation research,reference_order_only,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,
384,Rayquaza,レックウザ,레쿠쟈,Rayquaza-Mega,Mega,1,,6,battle_transformation,Dragon,Flying,105,180,100,115,180,100,Delta Stream,current cross-generation reference; historical per-title overrides tracked in generation research,reference_order_only,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,
386,Deoxys,デオキシス,테오키스,Deoxys,Normal,0,,3,base_form,Psychic,,50,150,50,150,150,50,Pressure,current cross-generation reference; historical per-title overrides tracked in generation research,reference_order_only,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,
386,Deoxys,デオキシス,테오키스,Deoxys-Attack,Attack,1,,3,persistent_identity,Psychic,,50,180,20,150,180,20,Pressure,current cross-generation reference; historical per-title overrides tracked in generation research,reference_order_only,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,
386,Deoxys,デオキシス,테오키스,Deoxys-Defense,Defense,2,,3,persistent_identity,Psychic,,50,70,160,90,70,160,Pressure,current cross-generation reference; historical per-title overrides tracked in generation research,reference_order_only,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,
386,Deoxys,デオキシス,테오키스,Deoxys-Speed,Speed,3,,3,persistent_identity,Psychic,,50,95,90,180,95,90,Pressure,current cross-generation reference; historical per-title overrides tracked in generation research,reference_order_only,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,
398,Staraptor,ムクホーク,찌르호크,Staraptor,Base,0,,4,base_form,Normal,Flying,85,120,70,100,50,60,Intimidate|Reckless,current cross-generation reference; historical per-title overrides tracked in generation research,reference_order_only,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,
398,Staraptor,ムクホーク,찌르호크,Staraptor-Mega,Mega,1,,9,battle_transformation,Fighting,Flying,85,140,100,110,60,90,Contrary,current cross-generation reference; historical per-title overrides tracked in generation research,reference_order_only,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,
412,Burmy,ミノムッチ,도롱충이,Burmy,Plant,0,,4,base_form,Bug,,40,29,45,36,29,45,Shed Skin|Overcoat,current cross-generation reference; historical per-title overrides tracked in generation research,reference_order_only,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,
412,Burmy,ミノムッチ,도롱충이,Burmy-Sandy,Sandy,1,,4,cosmetic_identity,Bug,,40,29,45,36,29,45,Shed Skin|Overcoat,current cross-generation reference; historical per-title overrides tracked in generation research,reference_order_only,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,
412,Burmy,ミノムッチ,도롱충이,Burmy-Trash,Trash,2,,4,cosmetic_identity,Bug,,40,29,45,36,29,45,Shed Skin|Overcoat,current cross-generation reference; historical per-title overrides tracked in generation research,reference_order_only,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,
413,Wormadam,ミノマダム,도롱마담,Wormadam,Plant,0,,4,base_form,Bug,Grass,60,59,85,36,79,105,Anticipation|Overcoat,current cross-generation reference; historical per-title overrides tracked in generation research,reference_order_only,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,
413,Wormadam,ミノマダム,도롱마담,Wormadam-Sandy,Sandy,1,,4,persistent_identity,Bug,Ground,60,79,105,36,59,85,Anticipation|Overcoat,current cross-generation reference; historical per-title overrides tracked in generation research,reference_order_only,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,
413,Wormadam,ミノマダム,도롱마담,Wormadam-Trash,Trash,2,,4,persistent_identity,Bug,Steel,60,69,95,36,69,95,Anticipation|Overcoat,current cross-generation reference; historical per-title overrides tracked in generation research,reference_order_only,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,
414,Mothim,ガーメイル,나메일,Mothim-Plant-Internal,Plant,0,,4,hidden_persistent_form_value,Bug,Flying,70,94,50,66,94,50,Swarm|Tinted Lens,current cross-generation reference; historical per-title overrides tracked in generation research,reference_verified,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,Burmy cloak form value is retained on male evolution; Mothim appearance/personal data is shared.
414,Mothim,ガーメイル,나메일,Mothim-Sandy-Internal,Sandy,1,,4,hidden_persistent_form_value,Bug,Flying,70,94,50,66,94,50,Swarm|Tinted Lens,current cross-generation reference; historical per-title overrides tracked in generation research,reference_verified,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,Burmy cloak form value is retained on male evolution; Mothim appearance/personal data is shared.
